order_id,customer_id,order_date,status,payment_method,shipping_fee,discount_amount,coupon_code,ship_city,delivery_days
2300,582,2024-01-14 17:17:00,delivered,pix,4.99,5.24,SPRING15,Belo Horizonte,8.0
2301,734,2025-09-12 18:38:00,delivered,pix,4.99,13.22,VIP20,Sao Paulo,5.0
2302,1136,2024-10-01 14:38:00,returned,credit_card,0.0,0.0,WELCOME10,Rio de Janeiro,2.0
2303,237,2024-09-09 11:42:00,delivered,pix,4.99,3.77,,Porto Alegre,1.0
2304,398,2024-11-22 14:59:00,delivered,paypal,4.99,0.0,,Fortaleza,3.0
2305,269,2024-01-08 13:18:00,delivered,paypal,14.99,6.68,,Porto Alegre,2.0
2306,1003,2025-07-23 01:38:00,shipped,debit_card,4.99,,,Campinas,8.0
2307,36,2024-03-15 00:57:00,processing,credit_card,4.99,0.0,,Florianopolis,5.0
2308,675,2024-09-05 09:04:00,cancelled,pix,14.99,4.03,,Brasilia,
2309,1046,2026-02-18 03:59:00,delivered,credit_card,4.99,16.49,,Salvador,5.0
2310,590,2026-01-20 20:08:00,delivered,boleto,8.99,4.45,,Campinas,9.0
2311,1138,2025-09-16 07:01:00,returned,debit_card,4.99,0.0,FREESHIP,Campinas,7.0
2312,52,2025-11-20 07:29:00,delivered,debit_card,8.99,0.36,,Brasilia,9.0
2313,200,2024-08-15 21:39:00,processing,pix,4.99,11.31,,Belo Horizonte,8.0
2314,825,2025-09-02 18:00:00,delivered,credit_card,4.99,2.29,FREESHIP,Porto Alegre,6.0
2315,1010,2025-01-16 18:36:00,returned,boleto,4.99,,,Curitiba,5.0
2316,383,2025-08-12 23:00:00,shipped,credit_card,14.99,0.0,,Goiania,7.0
2317,101,2025-12-07 09:22:00,processing,credit_card,4.99,1.97,,Recife,3.0
2318,31,2025-01-21 02:46:00,delivered,paypal,0.0,11.8,,Belo Horizonte,1.0
2319,479,2025-04-08 08:23:00,delivered,pix,0.0,7.08,,Porto Alegre,8.0
2320,295,2025-03-30 13:05:00,delivered,credit_card,0.0,0.0,WELCOME10,Curitiba,4.0
2321,1131,2024-02-29 04:22:00,delivered,paypal,0.0,8.5,,Belo Horizonte,4.0
2322,981,2026-01-10 12:39:00,delivered,paypal,4.99,8.15,WELCOME10,Curitiba,3.0
2323,552,2024-11-04 14:49:00,delivered,pix,8.99,7.04,WELCOME10,Sao Paulo,8.0
2324,1089,2024-10-15 21:11:00,delivered,credit_card,8.99,8.97,,Brasilia,4.0
2325,436,2024-11-04 16:00:00,delivered,boleto,4.99,3.75,,Brasilia,1.0
2326,631,2024-04-23 23:21:00,processing,pix,4.99,12.26,,Fortaleza,6.0
2327,222,2024-12-01 17:21:00,delivered,pix,4.99,17.34,FREESHIP,Fortaleza,6.0
2328,59,2025-01-28 05:53:00,processing,pix,8.99,15.48,,Brasilia,8.0
2329,569,2024-06-17 11:28:00,delivered,credit_card,4.99,5.33,,Belo Horizonte,1.0
2330,296,2025-09-27 10:43:00,delivered,debit_card,4.99,0.0,WELCOME10,Rio de Janeiro,5.0
2331,660,2025-10-17 17:58:00,returned,pix,4.99,4.87,VIP20,Curitiba,3.0
2332,42,2024-05-23 19:27:00,processing,debit_card,4.99,6.69,,Fortaleza,7.0
2333,186,2025-03-29 05:06:00,delivered,credit_card,4.99,13.2,VIP20,Brasilia,8.0
2334,269,2024-01-28 09:05:00,cancelled,pix,4.99,2.05,FREESHIP,Brasilia,
2335,245,2025-01-02 21:15:00,delivered,credit_card,8.99,10.4,,Belo Horizonte,3.0
2336,973,2024-01-06 12:14:00,processing,paypal,4.99,0.0,,Belo Horizonte,3.0
2337,249,2024-08-24 18:10:00,delivered,credit_card,4.99,15.35,,Porto Alegre,9.0
2338,16,2024-07-08 04:02:00,delivered,pix,0.0,6.22,,Rio de Janeiro,7.0
2339,1181,2024-09-02 20:15:00,delivered,credit_card,4.99,13.61,VIP20,Fortaleza,4.0
2340,998,2024-03-27 19:03:00,processing,boleto,4.99,,,Florianopolis,1.0
2341,1192,2025-10-25 10:27:00,processing,debit_card,0.0,0.0,FREESHIP,Porto Alegre,2.0
2342,772,2026-01-02 22:43:00,processing,credit_card,4.99,9.45,,Florianopolis,5.0
2343,755,2024-12-28 19:19:00,delivered,paypal,0.0,12.69,WELCOME10,Fortaleza,1.0
2344,293,2024-08-20 00:18:00,delivered,pix,4.99,4.11,,Brasilia,6.0
2345,480,2024-03-25 12:41:00,returned,boleto,14.99,7.77,,Rio de Janeiro,8.0
2346,584,2024-12-05 12:18:00,delivered,pix,0.0,22.98,,Salvador,8.0
2347,27,2026-01-27 03:39:00,delivered,debit_card,0.0,5.45,,Goiania,5.0
2348,214,2024-03-23 21:28:00,delivered,credit_card,4.99,2.67,VIP20,Recife,8.0
2349,697,2024-02-29 11:11:00,delivered,pix,4.99,5.32,,Rio de Janeiro,8.0
2350,257,2024-01-28 18:10:00,delivered,credit_card,0.0,0.0,,Porto Alegre,9.0
2351,977,2025-07-14 01:26:00,cancelled,paypal,8.99,3.14,,Fortaleza,
2352,123,2024-06-08 04:15:00,shipped,debit_card,4.99,1.13,,Goiania,2.0
2353,1121,2025-11-27 14:01:00,cancelled,pix,8.99,0.0,,Goiania,
2354,876,2024-07-28 10:15:00,shipped,paypal,14.99,0.0,WELCOME10,Rio de Janeiro,3.0
2355,1105,2024-12-30 18:09:00,processing,debit_card,4.99,0.0,VIP20,Goiania,2.0
2356,1059,2026-01-07 09:41:00,shipped,debit_card,4.99,6.56,,Salvador,9.0
2357,172,2024-03-26 09:54:00,delivered,credit_card,14.99,22.39,SPRING15,Sao Paulo,3.0
2358,60,2026-02-03 07:29:00,delivered,debit_card,8.99,0.0,,Campinas,6.0
2359,1157,2025-12-14 04:55:00,delivered,debit_card,8.99,0.0,WELCOME10,Brasilia,4.0
2360,532,2025-03-23 11:38:00,cancelled,boleto,4.99,5.39,WELCOME10,Recife,
2361,779,2025-09-19 06:08:00,cancelled,pix,0.0,20.55,WELCOME10,Campinas,
2362,529,2024-04-15 15:42:00,cancelled,boleto,4.99,0.0,,Salvador,
2363,846,2024-12-16 18:04:00,cancelled,credit_card,0.0,0.0,,Belo Horizonte,
2364,1073,2024-05-22 01:06:00,processing,paypal,0.0,0.0,WELCOME10,Sao Paulo,2.0
2365,795,2024-12-27 05:44:00,delivered,pix,4.99,17.71,,Salvador,7.0
2366,452,2025-01-12 02:51:00,delivered,pix,14.99,14.92,FREESHIP,Porto Alegre,3.0
2367,708,2024-08-13 07:31:00,returned,credit_card,8.99,0.0,,Recife,6.0
2368,962,2025-02-24 08:33:00,delivered,credit_card,8.99,11.99,WELCOME10,Brasilia,8.0
2369,338,2024-10-12 18:18:00,delivered,pix,0.0,,FREESHIP,Recife,6.0
2370,283,2024-11-18 00:26:00,cancelled,debit_card,0.0,10.48,,Recife,
2371,670,2025-01-27 17:59:00,returned,credit_card,8.99,17.82,,Goiania,6.0
2372,112,2025-03-07 04:48:00,processing,pix,0.0,0.0,,Brasilia,8.0
2373,474,2026-01-27 10:44:00,delivered,debit_card,4.99,7.4,,Belo Horizonte,1.0
2374,528,2025-12-02 08:55:00,returned,credit_card,4.99,0.0,SPRING15,Curitiba,3.0
2375,896,2025-11-03 11:57:00,delivered,pix,4.99,0.0,VIP20,Curitiba,1.0
2376,1011,2025-04-17 17:54:00,delivered,credit_card,8.99,3.27,WELCOME10,Salvador,1.0
2377,1162,2025-04-19 04:23:00,delivered,credit_card,0.0,1.94,,Goiania,2.0
2378,107,2025-04-14 00:13:00,delivered,credit_card,4.99,9.31,WELCOME10,Rio de Janeiro,4.0
2379,600,2025-04-08 17:43:00,processing,pix,8.99,4.48,,Goiania,3.0
2380,320,2025-12-11 01:59:00,shipped,debit_card,0.0,5.0,WELCOME10,Recife,5.0
2381,1000,2025-02-13 23:28:00,cancelled,pix,,0.0,,Goiania,
2382,450,2025-11-18 04:54:00,shipped,credit_card,0.0,,WELCOME10,Rio de Janeiro,9.0
2383,284,2024-06-04 00:52:00,shipped,credit_card,4.99,0.0,,Campinas,1.0
2384,599,2025-05-30 08:08:00,processing,credit_card,0.0,1.67,WELCOME10,Campinas,7.0
2385,417,2024-07-28 06:27:00,delivered,credit_card,8.99,7.45,,Campinas,8.0
2386,341,2025-12-08 17:38:00,delivered,paypal,0.0,16.07,,Rio de Janeiro,7.0
2387,424,2025-01-25 00:54:00,delivered,credit_card,8.99,6.48,,Curitiba,6.0
2388,891,2025-09-05 04:01:00,processing,boleto,0.0,19.88,FREESHIP,Curitiba,9.0
2389,1164,2026-01-02 01:07:00,processing,credit_card,8.99,0.4,WELCOME10,Rio de Janeiro,4.0
2390,1155,2024-08-08 11:03:00,cancelled,pix,0.0,7.59,,Sao Paulo,
2391,159,2024-04-20 10:18:00,delivered,debit_card,8.99,0.0,FREESHIP,Campinas,7.0
2392,123,2025-07-07 01:13:00,shipped,credit_card,14.99,13.9,,Florianopolis,9.0
2393,74,2024-10-19 08:40:00,delivered,debit_card,8.99,14.12,WELCOME10,Belo Horizonte,2.0
2394,131,2024-12-22 12:24:00,delivered,pix,0.0,1.74,VIP20,Porto Alegre,9.0
2395,392,2025-06-18 20:41:00,delivered,paypal,0.0,8.85,,Salvador,2.0
2396,636,2025-04-14 10:22:00,processing,debit_card,4.99,,,Goiania,9.0
2397,25,2024-04-15 12:33:00,delivered,credit_card,8.99,5.77,VIP20,Salvador,6.0
2398,924,2025-07-16 08:02:00,delivered,credit_card,8.99,4.91,FREESHIP,Brasilia,2.0
2399,948,2025-11-03 03:25:00,delivered,credit_card,0.0,3.74,,Belo Horizonte,9.0
2400,991,2025-12-19 03:27:00,delivered,boleto,4.99,24.18,FREESHIP,Recife,2.0
2401,869,2025-06-13 13:07:00,returned,boleto,8.99,0.0,WELCOME10,Recife,2.0
2402,899,2024-12-30 18:47:00,delivered,credit_card,4.99,7.72,WELCOME10,Recife,9.0
2403,135,2025-05-02 01:46:00,shipped,credit_card,8.99,13.39,WELCOME10,Campinas,6.0
2404,425,2025-01-18 06:16:00,delivered,pix,4.99,12.34,WELCOME10,Porto Alegre,6.0
2405,865,2024-12-01 14:45:00,shipped,paypal,14.99,10.21,,Belo Horizonte,3.0
2406,507,2025-08-15 20:37:00,delivered,credit_card,8.99,9.1,,Recife,9.0
2407,291,2024-04-06 14:57:00,delivered,credit_card,0.0,,,Goiania,8.0
2408,677,2025-07-06 08:59:00,delivered,boleto,0.0,11.61,FREESHIP,Belo Horizonte,7.0
2409,9,2024-07-26 00:09:00,shipped,credit_card,0.0,10.51,SPRING15,Salvador,9.0
2410,367,2025-05-05 12:27:00,returned,debit_card,4.99,10.59,FREESHIP,Porto Alegre,9.0
2411,143,2025-10-15 11:51:00,delivered,boleto,0.0,5.99,WELCOME10,Campinas,1.0
2412,760,2024-11-03 13:06:00,delivered,credit_card,,3.56,FREESHIP,Belo Horizonte,4.0
2413,16,2025-07-02 18:59:00,delivered,credit_card,14.99,4.49,SPRING15,Sao Paulo,8.0
2414,936,2024-08-17 17:55:00,processing,credit_card,8.99,17.04,,Salvador,3.0
2415,934,2026-02-03 03:07:00,processing,pix,4.99,0.13,FREESHIP,Florianopolis,9.0
2416,985,2025-10-30 16:58:00,shipped,pix,4.99,5.09,,Sao Paulo,7.0
2417,18,2025-03-29 02:09:00,delivered,credit_card,0.0,6.29,,Curitiba,2.0
2418,289,2024-07-17 09:43:00,delivered,boleto,8.99,9.62,SPRING15,Sao Paulo,5.0
2419,715,2026-01-26 21:30:00,delivered,debit_card,4.99,4.2,VIP20,Fortaleza,8.0
2420,875,2024-05-03 21:37:00,delivered,credit_card,0.0,1.67,SPRING15,Fortaleza,8.0
2421,890,2024-12-24 12:25:00,delivered,pix,4.99,,,Fortaleza,8.0
2422,774,2025-06-20 07:12:00,cancelled,credit_card,8.99,6.39,WELCOME10,Sao Paulo,
2423,751,2024-06-04 05:59:00,processing,pix,8.99,5.48,,Recife,5.0
2424,747,2024-07-19 14:39:00,processing,credit_card,8.99,15.79,FREESHIP,Rio de Janeiro,4.0
2425,1187,2024-03-18 08:15:00,cancelled,credit_card,4.99,10.35,VIP20,Salvador,
2426,44,2025-01-05 22:18:00,delivered,debit_card,14.99,8.06,,Rio de Janeiro,8.0
2427,686,2025-05-19 20:37:00,delivered,credit_card,14.99,19.23,FREESHIP,Sao Paulo,2.0
2428,197,2024-02-14 02:25:00,delivered,pix,8.99,,WELCOME10,Sao Paulo,3.0
2429,276,2025-02-14 11:35:00,delivered,credit_card,4.99,6.1,,Porto Alegre,4.0
2430,934,2025-07-23 06:14:00,delivered,paypal,4.99,12.89,,Belo Horizonte,6.0
2431,734,2025-05-18 02:38:00,returned,credit_card,4.99,0.0,,Salvador,3.0
2432,1168,2024-04-03 08:24:00,processing,boleto,0.0,1.45,SPRING15,Recife,4.0
2433,794,2024-10-17 21:53:00,delivered,pix,8.99,,VIP20,Belo Horizonte,4.0
2434,188,2025-05-21 22:08:00,delivered,pix,4.99,0.0,,Campinas,7.0
2435,291,2024-11-13 12:34:00,shipped,pix,4.99,2.16,,Brasilia,6.0
2436,1021,2025-11-16 04:18:00,delivered,credit_card,0.0,,,Florianopolis,1.0
2437,290,2024-01-22 17:25:00,shipped,credit_card,14.99,11.75,,Recife,1.0
2438,36,2024-11-23 02:37:00,delivered,paypal,4.99,0.0,WELCOME10,Belo Horizonte,1.0
2439,294,2025-05-22 03:25:00,delivered,boleto,0.0,12.99,WELCOME10,Florianopolis,4.0
2440,406,2024-08-28 10:57:00,returned,pix,8.99,4.02,WELCOME10,Recife,7.0
2441,412,2024-01-14 02:58:00,returned,pix,8.99,,,Sao Paulo,1.0
2442,1078,2025-09-01 18:15:00,delivered,debit_card,4.99,9.05,VIP20,Florianopolis,2.0
2443,8,2024-11-13 17:02:00,processing,boleto,4.99,10.67,,Belo Horizonte,3.0
2444,688,2025-12-16 08:04:00,delivered,boleto,4.99,6.82,FREESHIP,Brasilia,6.0
2445,104,2025-09-28 23:14:00,delivered,credit_card,8.99,0.0,,Goiania,1.0
2446,909,2025-03-03 13:05:00,delivered,debit_card,0.0,0.0,,Campinas,4.0
2447,51,2025-06-08 02:08:00,delivered,credit_card,4.99,15.47,FREESHIP,Rio de Janeiro,3.0
2448,715,2026-02-18 18:19:00,delivered,pix,8.99,0.0,WELCOME10,Salvador,8.0
2449,8,2024-12-21 22:14:00,shipped,pix,4.99,1.87,VIP20,Rio de Janeiro,2.0
2450,75,2024-12-23 21:35:00,processing,paypal,0.0,3.79,,Sao Paulo,4.0
2451,887,2025-05-24 06:38:00,delivered,pix,8.99,12.63,WELCOME10,Brasilia,8.0
2452,194,2025-07-25 18:07:00,delivered,boleto,8.99,14.48,,Belo Horizonte,5.0
2453,972,2025-02-21 23:55:00,cancelled,credit_card,4.99,,,Florianopolis,
2454,213,2025-02-19 15:27:00,delivered,credit_card,4.99,2.36,WELCOME10,Salvador,8.0
2455,981,2025-02-11 04:42:00,shipped,pix,14.99,17.42,,Recife,9.0
2456,484,2025-03-18 17:33:00,delivered,credit_card,4.99,0.0,,Recife,6.0
2457,331,2025-04-15 12:11:00,processing,pix,14.99,4.37,WELCOME10,Salvador,3.0
2458,1055,2025-12-08 16:00:00,shipped,boleto,0.0,13.8,,Recife,4.0
2459,666,2024-06-22 05:35:00,shipped,credit_card,8.99,,,Curitiba,9.0
2460,1190,2025-08-20 07:51:00,delivered,paypal,14.99,0.59,WELCOME10,Porto Alegre,6.0
2461,700,2025-09-29 15:30:00,returned,paypal,4.99,3.26,,Fortaleza,8.0
2462,1016,2025-01-24 09:01:00,shipped,pix,4.99,3.01,,Porto Alegre,9.0
2463,1090,2024-01-26 10:01:00,delivered,credit_card,0.0,0.0,,Curitiba,2.0
2464,256,2025-03-27 03:57:00,delivered,pix,14.99,4.66,WELCOME10,Belo Horizonte,7.0
2465,1171,2024-03-12 04:37:00,delivered,credit_card,8.99,4.96,,Rio de Janeiro,6.0
2466,1095,2025-06-29 14:05:00,delivered,pix,0.0,2.14,,Recife,2.0
2467,81,2024-02-27 20:23:00,shipped,paypal,,6.37,WELCOME10,Curitiba,1.0
2468,553,2025-08-31 22:40:00,processing,pix,8.99,12.13,,Salvador,3.0
2469,716,2025-10-16 14:03:00,delivered,pix,4.99,10.02,FREESHIP,Fortaleza,4.0
2470,402,2024-01-19 03:06:00,delivered,paypal,4.99,,SPRING15,Goiania,3.0
2471,1039,2025-02-04 20:02:00,shipped,credit_card,0.0,0.61,WELCOME10,Sao Paulo,8.0
2472,823,2025-11-08 20:38:00,delivered,pix,8.99,0.0,,Belo Horizonte,6.0
2473,388,2025-02-21 19:13:00,delivered,pix,0.0,,WELCOME10,Brasilia,2.0
2474,86,2024-01-14 15:40:00,processing,pix,,0.0,WELCOME10,Curitiba,4.0
2475,354,2025-01-29 20:45:00,processing,credit_card,8.99,0.0,,Fortaleza,7.0
2476,925,2025-01-07 07:30:00,delivered,pix,0.0,16.13,FREESHIP,Porto Alegre,5.0
2477,1014,2025-12-07 02:51:00,delivered,pix,0.0,14.9,,Fortaleza,5.0
2478,753,2025-02-21 21:49:00,shipped,credit_card,8.99,3.62,,Campinas,8.0
2479,1010,2024-08-01 11:41:00,delivered,credit_card,8.99,7.27,SPRING15,Curitiba,5.0
2480,677,2026-01-11 02:17:00,shipped,credit_card,14.99,1.48,WELCOME10,Campinas,7.0
2481,858,2024-12-28 16:12:00,delivered,credit_card,4.99,13.18,FREESHIP,Campinas,5.0
2482,469,2025-11-08 11:41:00,returned,paypal,4.99,0.0,,Recife,9.0
2483,1013,2024-08-09 13:25:00,delivered,paypal,14.99,9.42,,Sao Paulo,5.0
2484,944,2025-04-29 11:33:00,shipped,credit_card,,4.24,WELCOME10,Fortaleza,8.0
2485,596,2024-09-06 05:49:00,processing,debit_card,0.0,5.07,,Belo Horizonte,7.0
2486,516,2024-11-03 07:55:00,delivered,credit_card,4.99,6.22,,Campinas,7.0
2487,65,2024-12-30 00:48:00,shipped,boleto,0.0,6.44,WELCOME10,Florianopolis,5.0
2488,66,2025-09-02 05:34:00,delivered,credit_card,0.0,2.86,,Sao Paulo,5.0
2489,105,2025-04-13 06:17:00,delivered,debit_card,8.99,0.0,,Belo Horizonte,3.0
2490,1162,2024-02-16 22:29:00,delivered,pix,4.99,22.98,,Brasilia,8.0
2491,645,2024-10-03 20:50:00,delivered,credit_card,8.99,2.31,,Sao Paulo,6.0
2492,495,2025-07-29 00:04:00,cancelled,pix,0.0,12.17,WELCOME10,Porto Alegre,
2493,226,2024-12-28 01:43:00,delivered,credit_card,4.99,9.96,,Curitiba,3.0
2494,704,2024-01-24 21:11:00,shipped,credit_card,4.99,6.84,SPRING15,Belo Horizonte,9.0
2495,133,2024-05-22 14:38:00,delivered,pix,14.99,7.5,,Goiania,5.0
2496,477,2024-08-17 15:39:00,delivered,boleto,8.99,4.34,,Florianopolis,6.0
2497,206,2024-04-24 04:15:00,processing,pix,4.99,10.99,,Brasilia,6.0
2498,822,2025-01-01 05:56:00,cancelled,credit_card,4.99,1.42,,Campinas,
2499,890,2025-11-22 12:57:00,delivered,pix,4.99,10.41,VIP20,Florianopolis,3.0
2500,105,2025-06-20 11:31:00,delivered,pix,8.99,7.03,,Goiania,4.0
2501,717,2024-12-22 09:21:00,shipped,paypal,0.0,0.0,,Sao Paulo,2.0
2502,166,2025-08-21 07:20:00,delivered,credit_card,14.99,0.0,,Curitiba,2.0
2503,705,2025-01-01 10:48:00,delivered,credit_card,0.0,21.37,VIP20,Recife,4.0
2504,278,2025-04-30 05:34:00,delivered,credit_card,4.99,2.51,FREESHIP,Salvador,2.0
2505,513,2025-01-29 03:53:00,delivered,boleto,4.99,0.0,FREESHIP,Salvador,3.0
2506,768,2025-03-09 23:46:00,delivered,credit_card,0.0,9.18,SPRING15,Rio de Janeiro,3.0
2507,356,2026-02-10 13:01:00,processing,pix,4.99,9.86,VIP20,Goiania,9.0
2508,906,2025-02-05 05:00:00,delivered,credit_card,14.99,4.95,,Fortaleza,1.0
2509,884,2024-09-03 00:50:00,shipped,credit_card,4.99,0.0,,Rio de Janeiro,4.0
2510,893,2026-02-01 15:03:00,processing,debit_card,4.99,10.61,,Florianopolis,5.0
2511,1106,2024-05-26 04:58:00,shipped,pix,4.99,4.4,,Rio de Janeiro,7.0
2512,355,2026-02-17 06:17:00,shipped,credit_card,4.99,0.47,,Campinas,4.0
2513,1087,2024-02-09 09:32:00,processing,credit_card,4.99,8.47,,Curitiba,6.0
2514,312,2024-02-28 04:23:00,shipped,pix,4.99,0.0,,Goiania,4.0
2515,297,2025-07-20 05:50:00,delivered,credit_card,0.0,19.58,VIP20,Salvador,4.0
2516,741,2025-01-14 14:24:00,delivered,pix,0.0,5.05,,Rio de Janeiro,8.0
2517,679,2024-10-26 18:01:00,delivered,debit_card,4.99,5.66,,Rio de Janeiro,5.0
2518,1068,2025-12-25 06:41:00,delivered,credit_card,8.99,2.18,VIP20,Porto Alegre,5.0
2519,461,2024-03-27 01:43:00,delivered,boleto,8.99,4.72,FREESHIP,Salvador,3.0
2520,244,2025-11-25 20:06:00,delivered,credit_card,,0.38,,Fortaleza,6.0
2521,235,2025-11-20 14:38:00,delivered,pix,8.99,17.58,VIP20,Porto Alegre,3.0
2522,132,2025-04-07 06:54:00,cancelled,credit_card,8.99,18.59,,Recife,
2523,290,2025-12-02 19:05:00,delivered,pix,0.0,0.03,VIP20,Fortaleza,1.0
2524,319,2024-06-09 03:37:00,shipped,pix,8.99,8.99,WELCOME10,Rio de Janeiro,9.0
2525,660,2025-03-29 06:43:00,shipped,pix,8.99,1.2,,Sao Paulo,8.0
2526,736,2024-05-20 18:32:00,delivered,pix,14.99,0.0,FREESHIP,Curitiba,8.0
2527,710,2025-09-01 23:39:00,delivered,pix,8.99,6.17,WELCOME10,Curitiba,2.0
2528,562,2024-11-21 01:00:00,delivered,debit_card,,13.29,WELCOME10,Recife,3.0
2529,1067,2024-09-06 17:31:00,delivered,debit_card,4.99,10.57,,Florianopolis,9.0
2530,635,2025-10-15 11:56:00,delivered,paypal,4.99,15.14,FREESHIP,Recife,1.0
2531,927,2026-02-18 12:03:00,processing,debit_card,0.0,,,Sao Paulo,4.0
2532,422,2024-10-06 13:43:00,shipped,paypal,8.99,0.0,,Rio de Janeiro,8.0
2533,1099,2025-12-29 23:09:00,shipped,credit_card,8.99,7.71,FREESHIP,Rio de Janeiro,4.0
2534,92,2024-03-18 07:53:00,delivered,paypal,8.99,0.0,WELCOME10,Rio de Janeiro,9.0
2535,100,2026-02-07 10:06:00,shipped,boleto,4.99,9.73,,Rio de Janeiro,4.0
2536,1118,2024-11-13 05:09:00,cancelled,pix,,8.51,WELCOME10,Goiania,
2537,1121,2024-06-22 11:50:00,shipped,credit_card,4.99,3.14,,Florianopolis,4.0
2538,404,2025-12-02 23:04:00,delivered,credit_card,4.99,10.27,,Goiania,7.0
2539,842,2024-08-15 13:53:00,cancelled,pix,,8.39,WELCOME10,Goiania,
2540,177,2025-10-26 22:30:00,shipped,boleto,8.99,1.27,WELCOME10,Salvador,4.0
2541,1046,2025-08-29 22:19:00,processing,pix,4.99,14.38,,Sao Paulo,8.0
2542,48,2024-12-28 04:05:00,delivered,pix,8.99,11.56,FREESHIP,Sao Paulo,5.0
2543,971,2024-01-10 14:07:00,processing,boleto,8.99,7.5,,Sao Paulo,7.0
2544,1092,2025-09-13 10:06:00,delivered,boleto,4.99,,,Porto Alegre,3.0
2545,166,2024-04-22 18:48:00,delivered,debit_card,8.99,0.0,,Curitiba,2.0
2546,741,2024-09-22 11:26:00,delivered,credit_card,8.99,11.77,FREESHIP,Porto Alegre,8.0
2547,798,2024-04-27 19:11:00,processing,credit_card,0.0,8.12,,Salvador,8.0
2548,914,2026-01-21 21:51:00,delivered,debit_card,8.99,9.16,SPRING15,Campinas,2.0
2549,851,2026-02-07 04:54:00,delivered,pix,8.99,4.44,SPRING15,Rio de Janeiro,7.0
2550,276,2026-01-29 12:48:00,delivered,pix,4.99,4.27,,Belo Horizonte,7.0
2551,52,2025-01-16 11:31:00,cancelled,boleto,4.99,0.0,WELCOME10,Campinas,
2552,1075,2025-05-04 23:18:00,delivered,pix,8.99,2.85,,Goiania,1.0
2553,592,2025-11-14 12:04:00,delivered,debit_card,8.99,21.82,,Recife,5.0
2554,361,2025-05-21 13:13:00,delivered,boleto,,13.27,,Rio de Janeiro,4.0
2555,147,2025-04-13 13:49:00,processing,boleto,4.99,0.0,SPRING15,Goiania,2.0
2556,210,2025-01-18 05:18:00,delivered,pix,8.99,2.02,,Campinas,9.0
2557,864,2024-07-31 13:16:00,cancelled,credit_card,14.99,3.99,,Recife,
2558,642,2025-01-21 17:36:00,shipped,pix,14.99,6.82,FREESHIP,Sao Paulo,7.0
2559,444,2025-01-21 17:35:00,delivered,boleto,,7.71,,Belo Horizonte,4.0
2560,997,2025-11-30 19:58:00,shipped,credit_card,4.99,1.17,FREESHIP,Rio de Janeiro,4.0
2561,706,2025-08-13 05:47:00,processing,boleto,0.0,9.09,FREESHIP,Fortaleza,3.0
2562,233,2025-11-08 20:10:00,delivered,credit_card,14.99,0.0,,Fortaleza,8.0
2563,457,2024-10-13 02:02:00,delivered,pix,4.99,8.82,SPRING15,Goiania,5.0
2564,298,2025-08-15 03:05:00,delivered,boleto,8.99,0.0,,Brasilia,9.0
2565,576,2025-05-06 03:33:00,processing,credit_card,0.0,12.66,,Salvador,4.0
2566,1195,2025-02-14 20:03:00,delivered,credit_card,0.0,3.35,,Fortaleza,8.0
2567,1067,2025-11-02 08:53:00,returned,paypal,4.99,11.67,,Salvador,8.0
2568,117,2024-11-19 05:59:00,delivered,pix,4.99,10.58,,Curitiba,3.0
2569,1119,2025-02-23 10:26:00,delivered,credit_card,4.99,0.0,,Fortaleza,6.0
2570,1095,2025-11-09 03:57:00,delivered,pix,4.99,7.94,,Goiania,1.0
2571,642,2025-02-20 07:06:00,shipped,credit_card,4.99,13.26,,Fortaleza,7.0
2572,945,2025-01-10 11:28:00,delivered,credit_card,8.99,4.52,,Rio de Janeiro,3.0
2573,858,2025-09-03 09:38:00,shipped,credit_card,0.0,1.03,,Campinas,7.0
2574,146,2024-03-31 18:53:00,delivered,debit_card,8.99,3.88,,Fortaleza,4.0
2575,1190,2025-08-22 01:25:00,returned,debit_card,0.0,10.62,,Sao Paulo,9.0
2576,234,2024-07-31 20:52:00,cancelled,paypal,,0.0,WELCOME10,Salvador,
2577,713,2024-07-12 21:44:00,delivered,credit_card,4.99,6.12,VIP20,Florianopolis,3.0
2578,399,2025-03-07 03:51:00,delivered,pix,0.0,10.65,VIP20,Campinas,4.0
2579,675,2024-10-01 18:02:00,delivered,debit_card,8.99,7.56,VIP20,Sao Paulo,1.0
2580,497,2025-05-02 21:10:00,delivered,pix,8.99,4.29,,Porto Alegre,6.0
2581,1032,2024-08-18 10:44:00,processing,debit_card,0.0,16.56,SPRING15,Belo Horizonte,7.0
2582,1123,2026-02-15 03:09:00,shipped,credit_card,4.99,19.42,WELCOME10,Belo Horizonte,8.0
2583,316,2024-05-28 10:49:00,delivered,credit_card,4.99,5.1,,Rio de Janeiro,6.0
2584,378,2024-11-26 17:56:00,delivered,credit_card,4.99,6.87,,Curitiba,2.0
2585,1011,2025-03-07 05:57:00,delivered,boleto,0.0,0.0,,Florianopolis,2.0
2586,385,2025-02-19 01:07:00,delivered,debit_card,0.0,4.86,,Curitiba,9.0
2587,734,2024-09-21 03:52:00,delivered,paypal,8.99,7.27,SPRING15,Porto Alegre,4.0
2588,479,2024-04-06 10:24:00,delivered,credit_card,4.99,7.58,FREESHIP,Sao Paulo,4.0
2589,964,2025-09-04 12:33:00,delivered,credit_card,4.99,9.47,,Goiania,6.0
2590,878,2025-12-13 21:19:00,delivered,credit_card,4.99,0.0,WELCOME10,Salvador,6.0
