ticket_id,customer_id,order_id,created_at,issue_type,priority,status,channel,satisfaction_score,resolved_in_hours
675,975,,2025-07-25 09:00:00,account_problem,high,closed,email,4.0,16.9
676,677,3944.0,2024-04-15 10:00:00,damaged_item,low,closed,email,,12.1
677,97,1121.0,2025-12-10 18:00:00,account_problem,medium,closed,email,4.0,5.1
678,725,,2024-02-06 12:00:00,delivery_issue,medium,pending,chat,5.0,30.3
679,1120,1053.0,2024-11-17 23:00:00,refund_request,medium,closed,chat,5.0,5.3
680,597,2256.0,2024-03-21 13:00:00,refund_request,low,closed,phone,4.0,2.5
681,204,1684.0,2024-03-26 02:00:00,delivery_issue,medium,closed,phone,4.0,6.5
682,1110,,2024-11-21 09:00:00,payment_issue,medium,pending,chat,4.0,
683,204,1026.0,2025-06-14 01:00:00,damaged_item,low,closed,chat,4.0,27.3
684,503,81.0,2026-02-07 13:00:00,payment_issue,low,closed,email,,21.5
685,251,3026.0,2025-07-17 10:00:00,delivery_issue,high,pending,chat,4.0,
686,876,729.0,2024-12-28 12:00:00,damaged_item,medium,closed,chat,2.0,6.0
687,902,507.0,2026-01-22 07:00:00,payment_issue,low,closed,chat,5.0,3.1
688,161,3587.0,2025-10-25 21:00:00,product_question,high,pending,email,4.0,6.3
689,555,2633.0,2024-11-11 06:00:00,damaged_item,medium,closed,email,3.0,2.1
690,691,2395.0,2025-11-22 14:00:00,product_question,low,closed,chat,,4.6
691,249,2384.0,2025-10-25 09:00:00,account_problem,medium,closed,email,4.0,
692,710,,2024-04-12 16:00:00,refund_request,low,closed,email,4.0,28.5
693,359,1644.0,2025-01-10 07:00:00,product_question,medium,closed,chat,,
694,497,,2025-12-23 13:00:00,damaged_item,medium,closed,chat,5.0,71.5
695,949,2894.0,2025-12-05 16:00:00,payment_issue,low,closed,phone,,44.2
696,929,457.0,2024-02-29 05:00:00,account_problem,high,closed,email,4.0,
697,48,,2025-04-12 23:00:00,payment_issue,medium,closed,chat,,
698,792,366.0,2025-08-12 20:00:00,refund_request,medium,closed,email,3.0,1.9
699,304,2958.0,2025-03-12 02:00:00,payment_issue,low,closed,phone,,
700,763,3357.0,2024-12-20 23:00:00,payment_issue,medium,closed,phone,3.0,25.3
701,1017,2087.0,2024-10-04 03:00:00,delivery_issue,low,pending,email,4.0,26.9
702,558,1480.0,2024-01-15 21:00:00,account_problem,high,closed,chat,5.0,6.4
703,1066,3572.0,2024-10-17 16:00:00,delivery_issue,low,closed,email,,
704,103,3177.0,2024-01-08 00:00:00,payment_issue,low,closed,email,3.0,
705,16,1273.0,2025-06-09 15:00:00,delivery_issue,high,closed,phone,5.0,190.8
706,442,998.0,2025-12-28 21:00:00,damaged_item,low,closed,email,,4.8
707,167,3906.0,2025-08-02 03:00:00,refund_request,high,closed,email,4.0,7.3
708,1145,1806.0,2024-04-18 19:00:00,refund_request,low,closed,chat,1.0,20.3
709,264,,2024-04-08 13:00:00,product_question,high,pending,chat,4.0,9.7
710,954,607.0,2026-01-24 11:00:00,account_problem,medium,closed,email,4.0,22.6
711,211,,2025-06-07 01:00:00,delivery_issue,low,closed,chat,,
712,655,3601.0,2026-02-06 04:00:00,delivery_issue,medium,closed,chat,4.0,4.0
713,684,709.0,2024-05-11 21:00:00,payment_issue,high,closed,email,4.0,8.6
714,220,4181.0,2025-02-17 13:00:00,refund_request,medium,pending,email,5.0,19.2
715,999,,2025-05-15 06:00:00,payment_issue,low,closed,email,5.0,6.0
716,594,3776.0,2025-08-06 07:00:00,damaged_item,low,closed,email,1.0,15.3
717,874,4006.0,2024-07-05 11:00:00,product_question,high,closed,email,4.0,12.6
718,867,4030.0,2025-11-06 11:00:00,account_problem,low,closed,phone,4.0,7.1
719,262,,2024-11-24 13:00:00,product_question,low,closed,email,4.0,12.1
720,226,2766.0,2025-01-27 06:00:00,account_problem,medium,closed,email,2.0,16.1
721,196,3841.0,2024-12-03 08:00:00,product_question,low,closed,phone,,15.3
722,1096,1411.0,2024-04-05 23:00:00,damaged_item,medium,open,email,3.0,
723,480,996.0,2024-12-07 00:00:00,product_question,medium,closed,email,4.0,27.5
724,970,102.0,2024-11-14 18:00:00,damaged_item,medium,open,email,3.0,7.0
725,904,4138.0,2024-11-29 14:00:00,product_question,medium,closed,email,2.0,8.8
726,877,,2025-12-17 10:00:00,payment_issue,medium,closed,chat,3.0,6.0
727,236,1167.0,2025-06-11 15:00:00,product_question,medium,closed,chat,4.0,8.9
728,363,,2024-04-18 04:00:00,damaged_item,low,closed,email,5.0,
729,1045,,2025-07-10 15:00:00,delivery_issue,low,closed,chat,5.0,
730,720,328.0,2024-02-29 06:00:00,product_question,low,closed,email,4.0,5.2
731,636,1704.0,2025-11-12 12:00:00,delivery_issue,low,open,phone,5.0,6.0
732,662,3407.0,2025-12-10 13:00:00,product_question,medium,closed,chat,4.0,21.4
733,449,,2025-07-12 15:00:00,refund_request,medium,closed,chat,,25.1
734,161,4031.0,2024-08-21 09:00:00,refund_request,high,closed,email,,14.7
735,1063,1953.0,2025-12-13 20:00:00,refund_request,low,closed,email,5.0,26.2
736,179,,2024-01-27 13:00:00,product_question,low,pending,email,4.0,9.7
737,913,1109.0,2025-03-07 12:00:00,payment_issue,medium,closed,email,5.0,14.9
738,88,,2025-03-07 15:00:00,product_question,medium,pending,phone,3.0,7.2
739,478,,2024-08-07 12:00:00,delivery_issue,medium,closed,chat,3.0,25.4
740,525,3721.0,2024-11-14 03:00:00,payment_issue,medium,pending,email,4.0,17.2
741,1145,,2024-09-14 06:00:00,product_question,medium,closed,email,,2.9
742,230,,2025-06-16 05:00:00,account_problem,medium,closed,email,2.0,
743,447,101.0,2025-11-18 08:00:00,payment_issue,low,closed,email,3.0,8.5
744,687,,2026-01-24 16:00:00,payment_issue,low,pending,email,5.0,16.3
745,233,,2025-05-12 06:00:00,payment_issue,low,closed,chat,3.0,23.2
746,109,,2024-08-04 02:00:00,damaged_item,medium,closed,email,4.0,15.5
747,577,3233.0,2025-03-22 22:00:00,product_question,low,closed,email,4.0,31.9
748,1028,,2024-09-30 15:00:00,delivery_issue,low,closed,chat,4.0,9.0
749,1078,3826.0,2025-07-16 16:00:00,payment_issue,high,closed,chat,3.0,
750,1007,4101.0,2025-09-26 23:00:00,account_problem,medium,closed,email,3.0,
751,175,3909.0,2024-04-11 09:00:00,account_problem,low,closed,email,,
752,854,2407.0,2024-03-09 20:00:00,delivery_issue,high,closed,chat,4.0,
753,363,3077.0,2024-08-18 20:00:00,damaged_item,medium,closed,email,5.0,5.0
754,198,,2024-01-22 17:00:00,delivery_issue,medium,closed,phone,4.0,
755,419,,2024-05-16 15:00:00,product_question,medium,closed,phone,5.0,6.6
756,804,,2025-06-16 13:00:00,product_question,medium,closed,email,5.0,9.2
757,300,2472.0,2024-01-19 00:00:00,account_problem,low,pending,chat,4.0,15.8
758,678,,2024-03-02 20:00:00,delivery_issue,medium,closed,email,5.0,9.5
759,287,2596.0,2024-09-24 03:00:00,refund_request,low,closed,email,4.0,28.4
760,81,,2026-01-21 14:00:00,payment_issue,medium,closed,chat,5.0,
761,457,780.0,2024-08-09 10:00:00,product_question,medium,closed,chat,5.0,6.0
762,976,3061.0,2025-03-23 01:00:00,damaged_item,medium,pending,email,5.0,6.6
763,1167,,2025-03-03 22:00:00,delivery_issue,low,closed,email,5.0,9.4
764,1162,2216.0,2024-06-17 22:00:00,product_question,medium,closed,email,1.0,4.6
765,422,2600.0,2025-06-18 13:00:00,payment_issue,medium,closed,email,2.0,34.2
766,1163,1176.0,2025-04-04 13:00:00,product_question,medium,closed,chat,1.0,30.6
767,687,1607.0,2024-11-03 20:00:00,payment_issue,medium,closed,chat,5.0,25.9
768,575,,2026-01-08 07:00:00,payment_issue,low,closed,chat,5.0,
769,1049,1617.0,2025-10-03 06:00:00,product_question,low,open,chat,4.0,49.5
770,502,2972.0,2024-03-08 05:00:00,account_problem,medium,closed,email,5.0,
771,66,,2025-06-16 10:00:00,payment_issue,low,closed,chat,3.0,15.4
772,61,392.0,2024-06-28 08:00:00,payment_issue,medium,closed,email,5.0,5.1
773,441,263.0,2025-02-18 22:00:00,account_problem,medium,closed,email,5.0,15.2
774,1006,,2026-01-10 07:00:00,account_problem,medium,pending,email,4.0,20.9
775,638,1222.0,2024-03-05 09:00:00,refund_request,medium,closed,chat,3.0,
776,1173,4200.0,2025-05-08 12:00:00,delivery_issue,low,closed,chat,3.0,6.2
777,961,3935.0,2025-09-12 21:00:00,product_question,medium,closed,phone,5.0,5.3
778,603,,2026-01-15 04:00:00,refund_request,medium,closed,chat,5.0,
779,202,1456.0,2024-02-05 03:00:00,refund_request,medium,closed,email,,17.1
780,1110,2192.0,2024-05-16 02:00:00,account_problem,low,pending,email,2.0,8.6
781,984,,2024-12-11 00:00:00,damaged_item,medium,closed,phone,4.0,23.5
782,484,3456.0,2024-03-23 07:00:00,payment_issue,medium,open,email,5.0,10.4
783,798,2249.0,2024-03-23 19:00:00,damaged_item,low,closed,email,5.0,
784,189,2614.0,2025-09-16 12:00:00,account_problem,medium,closed,chat,4.0,16.5
785,719,2264.0,2025-05-10 01:00:00,product_question,low,closed,chat,4.0,
786,1040,3552.0,2025-03-22 05:00:00,payment_issue,low,closed,email,3.0,
787,439,,2025-03-28 16:00:00,delivery_issue,low,closed,email,5.0,7.6
788,948,,2024-04-08 21:00:00,damaged_item,medium,closed,email,,
789,135,1458.0,2025-08-12 18:00:00,account_problem,high,closed,email,,22.9
790,1009,708.0,2025-01-23 23:00:00,refund_request,high,closed,email,4.0,22.9
791,24,4010.0,2024-01-02 04:00:00,delivery_issue,low,closed,email,4.0,8.6
792,330,3473.0,2026-01-24 08:00:00,product_question,medium,closed,email,1.0,5.2
793,595,4144.0,2024-07-19 00:00:00,account_problem,medium,closed,phone,5.0,12.8
794,1026,4072.0,2025-10-14 01:00:00,account_problem,medium,pending,email,3.0,17.0
795,588,,2025-03-09 10:00:00,damaged_item,high,closed,email,5.0,
796,1107,719.0,2025-02-28 17:00:00,account_problem,high,closed,phone,1.0,19.1
797,623,,2025-09-07 20:00:00,refund_request,medium,closed,email,3.0,41.2
798,366,1585.0,2024-01-08 06:00:00,product_question,low,closed,email,4.0,11.3
799,1133,3098.0,2025-02-16 16:00:00,delivery_issue,medium,closed,phone,5.0,7.0
800,964,1696.0,2025-01-10 11:00:00,refund_request,medium,closed,email,3.0,
801,1006,,2025-06-28 11:00:00,payment_issue,high,closed,chat,2.0,15.9
802,792,3966.0,2024-11-28 06:00:00,refund_request,low,pending,email,4.0,10.6
803,590,3429.0,2024-07-29 00:00:00,account_problem,low,pending,chat,5.0,
804,308,1057.0,2024-06-26 11:00:00,delivery_issue,medium,closed,phone,4.0,
805,156,2120.0,2024-05-21 05:00:00,delivery_issue,medium,pending,email,5.0,18.1
806,765,1955.0,2026-01-18 00:00:00,damaged_item,medium,closed,phone,5.0,5.4
807,646,,2025-01-13 23:00:00,product_question,high,open,email,,4.4
808,587,804.0,2025-08-06 04:00:00,product_question,medium,closed,email,5.0,56.2
809,298,1453.0,2025-11-04 08:00:00,delivery_issue,medium,closed,email,4.0,23.5
810,1138,1651.0,2024-06-04 21:00:00,damaged_item,low,closed,phone,1.0,
811,125,576.0,2024-02-20 04:00:00,product_question,low,closed,email,,4.2
812,559,3511.0,2024-04-25 20:00:00,delivery_issue,low,closed,chat,1.0,15.8
813,980,3188.0,2025-09-09 07:00:00,account_problem,low,closed,chat,5.0,26.0
814,459,,2026-02-12 19:00:00,payment_issue,high,closed,email,4.0,23.9
815,402,1604.0,2025-06-23 14:00:00,damaged_item,medium,closed,email,5.0,17.0
816,1130,1723.0,2026-01-06 12:00:00,product_question,high,closed,email,3.0,10.4
817,307,,2024-12-19 16:00:00,refund_request,low,closed,chat,5.0,12.9
818,1103,3553.0,2024-04-14 12:00:00,payment_issue,high,pending,chat,5.0,13.7
819,511,,2024-12-06 01:00:00,damaged_item,high,closed,email,4.0,21.5
820,483,,2025-05-06 17:00:00,refund_request,medium,closed,chat,4.0,
821,273,2949.0,2024-04-26 18:00:00,payment_issue,medium,closed,email,5.0,10.5
822,828,2095.0,2024-02-01 21:00:00,payment_issue,medium,closed,email,,26.1
823,362,2371.0,2025-08-31 19:00:00,damaged_item,low,closed,email,2.0,6.7
824,950,3233.0,2024-06-06 23:00:00,refund_request,low,pending,email,5.0,8.9
825,380,3555.0,2025-07-01 02:00:00,payment_issue,medium,closed,phone,5.0,
826,936,3608.0,2026-01-28 14:00:00,refund_request,medium,closed,email,4.0,31.9
827,908,3386.0,2025-11-17 22:00:00,delivery_issue,low,closed,email,3.0,11.7
828,1092,617.0,2024-03-10 19:00:00,product_question,low,closed,chat,5.0,13.1
829,543,3587.0,2025-03-16 16:00:00,damaged_item,medium,closed,phone,5.0,
830,445,1866.0,2024-02-03 11:00:00,delivery_issue,low,pending,phone,2.0,8.0
831,870,352.0,2024-06-10 08:00:00,damaged_item,low,closed,phone,4.0,6.8
832,495,1929.0,2024-06-04 08:00:00,damaged_item,low,closed,email,5.0,
833,385,4081.0,2025-02-02 11:00:00,product_question,medium,closed,chat,3.0,7.9
834,1099,910.0,2025-02-22 12:00:00,refund_request,high,closed,email,5.0,3.3
835,44,2467.0,2025-02-13 07:00:00,product_question,low,open,phone,5.0,
836,374,,2024-09-27 14:00:00,delivery_issue,low,closed,email,4.0,37.2
837,975,2853.0,2024-05-30 12:00:00,refund_request,medium,closed,chat,1.0,4.9
838,24,283.0,2025-04-21 04:00:00,damaged_item,medium,open,email,4.0,5.2
839,465,2450.0,2025-06-04 20:00:00,damaged_item,medium,open,email,,6.3
840,56,68.0,2025-08-15 19:00:00,delivery_issue,medium,pending,email,3.0,4.4
841,879,,2025-03-20 21:00:00,payment_issue,low,closed,chat,5.0,
842,642,2194.0,2025-12-07 00:00:00,payment_issue,medium,pending,email,5.0,
843,59,2190.0,2024-11-13 16:00:00,payment_issue,medium,closed,email,4.0,9.0
844,707,,2026-01-08 19:00:00,payment_issue,medium,closed,phone,5.0,17.7
845,659,2352.0,2024-08-28 12:00:00,account_problem,low,closed,email,5.0,
846,206,3210.0,2026-01-02 01:00:00,refund_request,low,open,chat,,32.0
847,1176,,2025-09-11 20:00:00,product_question,low,open,phone,2.0,8.9
848,290,1317.0,2025-12-15 13:00:00,damaged_item,medium,closed,chat,3.0,11.1
849,174,,2026-02-13 10:00:00,damaged_item,high,closed,chat,,
850,22,280.0,2024-05-31 15:00:00,damaged_item,high,closed,phone,,4.8
851,123,2977.0,2025-05-02 13:00:00,product_question,low,closed,phone,4.0,11.0
852,964,,2025-12-10 13:00:00,damaged_item,medium,closed,email,,47.2
853,654,318.0,2024-04-20 08:00:00,payment_issue,low,open,chat,4.0,5.9
854,773,,2025-10-26 19:00:00,refund_request,high,pending,email,4.0,11.0
855,1057,3563.0,2024-03-13 04:00:00,damaged_item,low,closed,chat,5.0,26.1
856,1020,,2024-12-16 00:00:00,account_problem,low,closed,email,1.0,22.2
857,713,663.0,2025-01-09 16:00:00,refund_request,medium,pending,email,1.0,
858,1199,1795.0,2025-11-08 05:00:00,refund_request,low,closed,email,5.0,
859,525,,2024-11-22 11:00:00,account_problem,high,closed,email,2.0,
860,372,1738.0,2024-05-10 03:00:00,refund_request,medium,closed,chat,5.0,6.9
861,634,,2024-10-13 02:00:00,product_question,medium,closed,phone,5.0,7.1
862,1172,,2025-08-11 11:00:00,delivery_issue,medium,closed,email,2.0,27.8
863,824,,2025-07-31 19:00:00,payment_issue,medium,closed,email,5.0,18.4
864,489,,2025-07-18 02:00:00,payment_issue,medium,closed,email,4.0,6.7
865,987,341.0,2024-01-14 11:00:00,delivery_issue,low,closed,email,4.0,13.8
866,757,3567.0,2025-12-26 02:00:00,payment_issue,low,closed,email,5.0,30.9
867,843,1710.0,2024-04-24 20:00:00,product_question,high,pending,phone,3.0,17.0
868,1063,,2025-05-11 09:00:00,product_question,medium,open,chat,4.0,13.1
869,232,,2024-03-06 14:00:00,account_problem,medium,closed,chat,5.0,
870,770,,2025-08-14 19:00:00,refund_request,low,closed,chat,4.0,13.2
871,565,568.0,2024-11-17 04:00:00,payment_issue,medium,closed,email,5.0,1.1
872,1064,,2025-08-19 19:00:00,account_problem,low,pending,chat,3.0,11.7
873,813,,2024-05-18 16:00:00,product_question,low,closed,chat,,6.5
874,16,,2025-10-19 05:00:00,account_problem,low,closed,email,3.0,9.3
875,154,1184.0,2025-05-29 11:00:00,damaged_item,medium,closed,email,5.0,4.7
876,1147,428.0,2024-07-13 23:00:00,product_question,low,open,chat,3.0,18.5
877,110,3346.0,2024-09-25 22:00:00,product_question,high,open,email,4.0,5.4
878,668,3450.0,2024-09-26 19:00:00,account_problem,medium,pending,email,5.0,
879,558,2227.0,2024-01-16 19:00:00,delivery_issue,high,closed,email,4.0,
880,724,3506.0,2024-11-11 14:00:00,delivery_issue,medium,closed,email,,15.1
881,1024,,2025-10-18 01:00:00,refund_request,medium,open,email,4.0,4.3
882,937,4181.0,2024-11-09 16:00:00,payment_issue,medium,closed,chat,5.0,11.7
883,314,3118.0,2024-08-18 00:00:00,damaged_item,low,closed,chat,5.0,
884,97,,2025-01-15 12:00:00,payment_issue,medium,closed,chat,4.0,
885,558,2530.0,2025-10-03 12:00:00,payment_issue,low,closed,chat,5.0,
886,284,798.0,2025-11-19 23:00:00,payment_issue,high,closed,chat,2.0,6.7
887,809,3417.0,2025-10-05 11:00:00,damaged_item,low,closed,chat,,
888,738,453.0,2024-01-30 11:00:00,account_problem,high,pending,chat,4.0,21.0
889,739,,2025-10-21 11:00:00,account_problem,low,pending,email,5.0,15.9
890,1102,3971.0,2025-08-11 06:00:00,product_question,medium,closed,email,5.0,
891,1196,2037.0,2024-04-08 19:00:00,damaged_item,low,closed,phone,1.0,75.6
892,312,3782.0,2025-08-03 18:00:00,delivery_issue,medium,closed,email,1.0,6.9
893,170,1249.0,2025-12-11 18:00:00,refund_request,low,closed,email,2.0,11.1
894,38,,2025-08-29 03:00:00,payment_issue,medium,closed,chat,,10.4
895,1019,2229.0,2024-03-13 09:00:00,refund_request,medium,closed,chat,5.0,9.0
896,345,1867.0,2024-03-23 03:00:00,payment_issue,medium,closed,chat,2.0,8.3
897,268,403.0,2025-03-23 20:00:00,delivery_issue,low,closed,email,2.0,30.1
898,994,1922.0,2025-04-05 06:00:00,delivery_issue,medium,closed,email,3.0,
899,224,,2024-08-12 07:00:00,product_question,low,closed,email,3.0,4.8
900,1101,,2024-09-06 03:00:00,delivery_issue,medium,closed,chat,4.0,
901,512,1332.0,2025-05-17 17:00:00,product_question,medium,closed,email,2.0,
902,425,,2024-11-12 12:00:00,product_question,medium,open,phone,4.0,16.1
903,1055,1481.0,2025-03-29 08:00:00,delivery_issue,medium,closed,phone,5.0,7.9
904,854,,2024-11-23 12:00:00,refund_request,low,closed,phone,4.0,
905,805,,2025-02-27 17:00:00,delivery_issue,high,closed,chat,4.0,18.1
906,1135,2734.0,2024-02-11 01:00:00,account_problem,low,closed,chat,3.0,5.6
907,441,2865.0,2025-07-11 03:00:00,payment_issue,medium,pending,email,4.0,7.2
908,109,,2024-04-04 10:00:00,payment_issue,low,closed,chat,5.0,9.8
909,930,2729.0,2025-07-07 03:00:00,product_question,low,closed,phone,2.0,10.6
910,930,3940.0,2025-09-27 22:00:00,product_question,medium,closed,chat,,20.5
911,578,874.0,2025-06-27 16:00:00,payment_issue,medium,closed,email,5.0,
912,605,936.0,2024-10-04 13:00:00,account_problem,low,closed,chat,1.0,11.5
913,699,,2024-09-15 03:00:00,account_problem,high,closed,chat,4.0,2.5
914,745,3332.0,2025-02-28 04:00:00,delivery_issue,low,closed,email,3.0,
915,595,2966.0,2024-11-17 21:00:00,account_problem,high,closed,phone,5.0,22.1
916,818,,2024-08-13 15:00:00,payment_issue,medium,open,email,4.0,
917,739,3552.0,2025-09-10 19:00:00,account_problem,low,closed,chat,,
918,346,374.0,2025-11-09 07:00:00,refund_request,medium,pending,email,1.0,3.4
919,272,,2024-08-26 17:00:00,payment_issue,low,closed,phone,,7.2
920,781,1512.0,2025-03-15 08:00:00,damaged_item,low,closed,chat,5.0,8.9
921,1079,883.0,2025-10-25 12:00:00,damaged_item,medium,pending,chat,2.0,11.9
922,1124,1313.0,2025-06-13 07:00:00,payment_issue,medium,closed,chat,5.0,4.0
923,767,490.0,2026-02-08 06:00:00,account_problem,low,closed,email,5.0,36.7
924,409,673.0,2024-03-20 21:00:00,account_problem,medium,pending,email,4.0,
925,224,932.0,2025-03-30 00:00:00,delivery_issue,low,closed,email,4.0,2.1
926,385,3890.0,2024-10-31 09:00:00,refund_request,low,open,phone,2.0,11.4
927,393,,2025-04-01 05:00:00,refund_request,high,closed,email,4.0,14.6
928,989,904.0,2025-01-24 02:00:00,product_question,high,closed,phone,2.0,35.3
929,835,,2025-07-24 05:00:00,damaged_item,medium,open,email,,
930,1071,2795.0,2024-10-06 21:00:00,account_problem,medium,pending,email,,38.2
931,1015,2574.0,2024-11-07 00:00:00,account_problem,low,pending,email,5.0,39.2
932,57,2244.0,2025-04-07 06:00:00,delivery_issue,medium,pending,email,1.0,13.8
933,214,3440.0,2026-02-02 15:00:00,damaged_item,medium,open,phone,5.0,3.5
934,1171,3974.0,2024-02-26 12:00:00,delivery_issue,low,pending,phone,,6.9
935,593,,2024-09-25 04:00:00,delivery_issue,medium,closed,chat,,10.5
936,648,308.0,2024-09-23 10:00:00,account_problem,medium,pending,email,2.0,13.9
937,593,1033.0,2024-04-16 11:00:00,damaged_item,low,closed,chat,,
938,486,3539.0,2024-11-14 17:00:00,delivery_issue,high,pending,chat,4.0,19.4
939,179,3490.0,2025-11-17 14:00:00,payment_issue,low,closed,email,,11.2
940,780,,2024-09-14 19:00:00,delivery_issue,low,pending,email,1.0,
941,435,2666.0,2024-09-08 15:00:00,damaged_item,high,closed,email,3.0,3.1
942,42,1469.0,2024-04-08 11:00:00,delivery_issue,low,closed,phone,,7.2
943,224,3567.0,2025-01-23 21:00:00,refund_request,low,closed,email,4.0,
944,719,,2025-04-30 07:00:00,delivery_issue,medium,pending,email,,8.3
945,15,2213.0,2026-01-11 19:00:00,payment_issue,low,closed,email,3.0,5.0
946,1038,4026.0,2024-03-11 00:00:00,refund_request,medium,closed,phone,3.0,10.9
947,987,3067.0,2025-10-19 03:00:00,delivery_issue,low,closed,phone,4.0,4.0
948,209,2825.0,2024-11-15 18:00:00,account_problem,medium,closed,chat,4.0,2.2
949,670,2943.0,2025-06-28 06:00:00,product_question,low,closed,email,5.0,18.1
950,786,,2025-07-16 01:00:00,refund_request,low,closed,phone,2.0,
951,874,3229.0,2026-01-13 02:00:00,delivery_issue,high,closed,phone,4.0,
952,495,2108.0,2025-06-16 16:00:00,product_question,low,closed,chat,4.0,
953,1085,2548.0,2024-05-23 14:00:00,refund_request,high,closed,chat,5.0,24.2
954,48,,2025-08-31 19:00:00,account_problem,high,closed,chat,5.0,17.1
955,639,,2026-01-10 12:00:00,refund_request,medium,closed,email,4.0,4.5
956,45,1935.0,2025-11-09 00:00:00,product_question,low,closed,email,1.0,8.5
957,255,2930.0,2025-11-21 19:00:00,delivery_issue,medium,closed,chat,,12.4
958,473,3928.0,2024-08-04 01:00:00,delivery_issue,medium,open,chat,4.0,15.2
959,490,3094.0,2026-01-01 04:00:00,damaged_item,high,closed,phone,,6.6
960,424,1363.0,2025-05-23 07:00:00,payment_issue,low,closed,email,3.0,
961,122,2655.0,2024-09-25 06:00:00,damaged_item,low,closed,email,3.0,13.3
962,680,368.0,2025-08-22 01:00:00,delivery_issue,high,closed,chat,3.0,19.8
963,671,1728.0,2024-05-24 05:00:00,refund_request,medium,closed,chat,4.0,18.2
964,750,,2024-09-23 18:00:00,product_question,medium,closed,email,4.0,29.1
965,705,,2024-08-02 18:00:00,payment_issue,medium,closed,email,5.0,5.9
966,757,2501.0,2024-04-08 06:00:00,account_problem,medium,pending,email,1.0,4.3
967,607,3559.0,2024-05-28 13:00:00,damaged_item,medium,closed,phone,4.0,5.8
968,53,508.0,2025-09-16 17:00:00,payment_issue,high,closed,chat,5.0,12.8
969,523,3827.0,2024-01-12 22:00:00,delivery_issue,low,pending,email,3.0,28.2
970,235,1986.0,2025-01-31 09:00:00,product_question,high,closed,email,5.0,6.1
971,410,730.0,2025-03-20 11:00:00,damaged_item,high,closed,email,,30.5
972,739,1282.0,2024-10-22 05:00:00,damaged_item,low,closed,email,4.0,9.7
973,1106,1042.0,2026-02-09 20:00:00,payment_issue,low,closed,chat,4.0,5.5
974,1067,1552.0,2024-09-22 06:00:00,delivery_issue,high,open,phone,5.0,11.8
975,1102,1538.0,2025-10-23 19:00:00,damaged_item,medium,closed,phone,4.0,13.8
976,1152,3009.0,2025-08-01 05:00:00,product_question,low,pending,email,5.0,16.1
977,571,3954.0,2025-05-12 10:00:00,payment_issue,medium,pending,phone,4.0,9.5
978,939,3648.0,2024-12-29 12:00:00,account_problem,medium,closed,email,4.0,8.2
979,893,2729.0,2024-07-25 17:00:00,payment_issue,low,closed,email,5.0,14.0
980,711,3469.0,2025-04-09 01:00:00,product_question,low,closed,email,5.0,4.5
981,161,,2024-06-20 04:00:00,damaged_item,medium,closed,email,5.0,5.5
982,730,4039.0,2024-08-03 20:00:00,delivery_issue,high,closed,phone,3.0,19.0
983,366,,2024-03-16 09:00:00,product_question,low,closed,chat,4.0,14.9
984,591,2751.0,2025-11-23 10:00:00,refund_request,medium,closed,email,5.0,26.6
985,1079,4150.0,2025-12-30 20:00:00,refund_request,medium,closed,phone,4.0,9.5
986,1151,1641.0,2025-12-10 04:00:00,delivery_issue,low,closed,email,5.0,8.0
987,441,2346.0,2024-02-06 19:00:00,damaged_item,medium,pending,email,4.0,
988,510,,2026-02-12 10:00:00,payment_issue,medium,closed,phone,4.0,24.2
989,1004,518.0,2024-07-19 21:00:00,damaged_item,low,closed,chat,,
990,861,,2024-01-22 13:00:00,payment_issue,medium,closed,email,4.0,
991,1158,,2025-12-30 23:00:00,payment_issue,low,closed,chat,4.0,
992,524,,2025-04-26 03:00:00,product_question,high,closed,phone,4.0,
993,851,2629.0,2024-04-17 00:00:00,damaged_item,medium,open,phone,5.0,5.1
994,80,630.0,2024-08-06 00:00:00,account_problem,high,closed,email,3.0,16.8
995,287,,2024-08-02 18:00:00,product_question,medium,closed,email,,23.6
996,198,1466.0,2025-03-03 19:00:00,damaged_item,medium,pending,chat,5.0,19.2
997,1138,1256.0,2024-12-29 08:00:00,account_problem,low,closed,email,4.0,10.3
998,337,,2025-02-23 07:00:00,product_question,low,closed,email,5.0,11.5
999,234,1046.0,2024-10-29 08:00:00,damaged_item,medium,closed,email,5.0,24.7
1000,218,,2024-12-10 20:00:00,refund_request,medium,closed,email,5.0,7.2
1001,1001,3218.0,2025-07-10 14:00:00,damaged_item,low,pending,email,3.0,31.7
1002,161,265.0,2025-11-26 03:00:00,refund_request,medium,closed,phone,4.0,15.5
1003,206,,2024-08-01 05:00:00,account_problem,medium,pending,email,5.0,20.6
1004,359,1604.0,2025-12-24 21:00:00,product_question,medium,pending,chat,5.0,33.3
1005,849,2202.0,2025-09-17 21:00:00,payment_issue,medium,closed,chat,3.0,6.3
1006,1153,3170.0,2025-12-23 06:00:00,account_problem,medium,closed,phone,1.0,9.3
1007,699,,2025-03-31 02:00:00,damaged_item,low,closed,email,3.0,23.7
1008,1123,1641.0,2024-04-12 11:00:00,damaged_item,low,closed,chat,5.0,8.1
1009,1146,3720.0,2026-01-17 15:00:00,payment_issue,medium,closed,chat,5.0,4.6
1010,781,,2024-01-07 05:00:00,product_question,medium,closed,chat,3.0,
1011,45,2329.0,2025-11-23 18:00:00,delivery_issue,low,closed,chat,5.0,10.8
1012,1043,3552.0,2025-09-13 02:00:00,refund_request,medium,closed,chat,5.0,5.6
